Age	Gender	Ethnic Group Description	Subject Catalog Nbr	Instruction Mode Group	Session	Official Grade	
27	Female	White	ACG2021	1	8	C	
28	Female	American Indian/Alaska Native	ACG2021	1	14	A	
20	Male		ACG2021	1	14	B	
32	Female	Multi-Ethnic	ACG2021	1	14	A	
20	Female	White	ACG2021	1	8	W	
44	Female	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	14	WF	
21	Female	White	ACG2021	1	14	A	
27	Female	White	ACG2021	1	8	B	
29	Female	White	ACG2021	1	14	D	
26	Female	White	ACG2021	1	14	C	
25	Male	White	ACG2021	1	14	W	
46	Female	Black/African American	ACG2021	1	8	D	
28	Female	White	ACG2021	1	14	W	
47	Female	Hispanic/Latino	ACG2021	1	14	B	
60	Male	White	ACG2021	1	14	W	
37	Male	White	ACG2021	1	8	WF	
35	Female	White	ACG2021	1	14	WF	
23	Male	Hispanic/Latino	ACG2021	1	14	B	
38	Unknown	White	ACG2021	1	14	A	
20	Unknown	Not Specified	ACG2021	1	8	A	
41	Female	Hispanic/Latino	ACG2021	1	14	B	
19	Male	White	ACG2021	1	14	A	
20	Female	Hispanic/Latino	ACG2021	1	14	A	
20	Female	White	ACG2021	1	8	B	
21	Male	White	ACG2021	1	14	C	
21	Male	White	ACG2021	1	14	A	
40	Female	White	ACG2021	1	14	B	
30	Female	White	ACG2021	1	8	A	
34	Female	White	ACG2021	1	14	A	
34	Male	White	ACG2021	1	14	A	
24	Female	White	ACG2021	1	14	WF	
19	Male	White	ACG2021	1	8	A	
20	Male	White	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	A	
22	Male	Asian	ACG2021	1	14	A	
21	Female	White	ACG2021	1	8	A	
20	Male	White	ACG2021	1	14	A	
19	Male	Hispanic/Latino	ACG2021	1	14	B	
20	Female	White	ACG2021	1	14	B	
27	Female	White	ACG2021	1	8	W	
21	Female	White	ACG2021	1	14	B	
20	Male	White	ACG2021	1	14	A	
23	Unknown	Not Specified	ACG2021	1	14	C	
19	Male	White	ACG2021	1	8	A	
21	Female	White	ACG2021	1	14	A	
22	Male	White	ACG2021	1	14	C	
21	Female	White	ACG2021	1	14	A	
19	Female	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	W	
21	Female	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	8	A	
22	Unknown	White	ACG2021	1	14	D	
23	Male	White	ACG2021	1	14	B	
35	Male	White	ACG2021	1	14	WF	
29	Female	Black/African American	ACG2021	1	8	F	
31	Male	White	ACG2021	1	14	B	
21	Female	White	ACG2021	1	14	A	
29	Female	White	ACG2021	1	14	B	
26	Female	White	ACG2021	1	8	B	
29	Female	White	ACG2021	1	14	B	
25	Male	Hispanic/Latino	ACG2021	1	14	W	
25	Male	White	ACG2021	1	14	C	
33	Male	White	ACG2021	1	8	A	
23	Male	Asian	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	WF	
20	Female	Hispanic/Latino	ACG2021	1	14	F	
25	Female	White	ACG2021	1	8	W	
28	Female	Black/African American	ACG2021	1	14	WF	
21	Male	Asian	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	A	
23	Female	Asian	ACG2021	1	8	A	
33	Male	Asian	ACG2021	1	14	A	
21	Male	White	ACG2021	3	14	B	
42	Male	Black/African American	ACG2021	1	14	WF	
40	Female	Hispanic/Latino	ACG2021	1	8	F	
23	Female	Hispanic/Latino	ACG2021	1	14	W	
20	Male	White	ACG2021	1	14	A	
32	Female	Black/African American	ACG2021	1	14	F	
23	Male	Hispanic/Latino	ACG2021	1	8	C	
25	Male	White	ACG2021	1	14	A	
35	Unknown	Black/African American	ACG2021	1	14	B	
21	Male	White	ACG2021	1	14	WF	
53	Female	Black/African American	ACG2021	1	8	W	
37	Female	Black/African American	ACG2021	1	14	B	
22	Male	White	ACG2021	3	14	F	
46	Female	White	ACG2021	1	14	A	
23	Male	Asian	ACG2021	3	8	A	
21	Female	White	ACG2021	1	14	A	
24	Male	Black/African American	ACG2021	1	14	A	
39	Female	Black/African American	ACG2021	1	14	W	
26	Female	White	ACG2021	1	8	D	
48	Female	White	ACG2021	1	14	B	
28	Male	White	ACG2021	1	14	A	
22	Male	White	ACG2021	1	14	B	
25	Female	Asian	ACG2021	1	8	B	
24	Female	Black/African American	ACG2021	1	14	A	
42	Male	Black/African American	ACG2021	1	14	F	
22	Male	White	ACG2021	1	14	F	
23	Female	White	ACG2021	1	8	C	
19	Male	Black/African American	ACG2021	1	14	C	
25	Female	Hispanic/Latino	ACG2021	1	14	F	
40	Male	White	ACG2021	1	14	A	
39	Female	Hispanic/Latino	ACG2021	1	8	B	
24	Male	Hispanic/Latino	ACG2021	1	14	B	
54	Female	White	ACG2021	1	14	B	
45	Female	White	ACG2021	1	14	A	
29	Unknown	White	ACG2021	1	8	F	
23	Female	Hispanic/Latino	ACG2021	1	14	W	
32	Female	Black/African American	ACG2021	1	14	A	
27	Male	Black/African American	ACG2021	1	14	F	
45	Female	White	ACG2021	1	8	A	
24	Unknown	Black/African American	ACG2021	1	14	D	
43	Female	White	ACG2021	1	14	B	
24	Female	White	ACG2021	1	14	W	
29	Female	White	ACG2021	1	8	B	
25	Female	Hispanic/Latino	ACG2021	1	14	B	
47	Female	White	ACG2021	1	14	A	
25	Female	Hispanic/Latino	ACG2021	1	14	F	
29	Female	White	ACG2021	1	8	WF	
28	Male	White	ACG2021	1	14	A	
32	Male	Not Specified	ACG2021	1	14	C	
23	Female	White	ACG2021	1	14	A	
23	Female	Hispanic/Latino	ACG2021	1	8	WF	
29	Female	Not Specified	ACG2021	3	14	W	
22	Female	White	ACG2021	3	14	F	
25	Female	White	ACG2021	3	14	A	
21	Male	White	ACG2021	3	8	B	
24	Female	White	ACG2021	3	14	A	
20	Female	White	ACG2021	3	14	B	
37	Female	White	ACG2021	3	14	A	
35	Female	Black/African American	ACG2021	3	8	C	
30	Male	White	ACG2021	3	14	A	
49	Female	White	ACG2021	1	14	A	
38	Female	White	ACG2021	1	14	A	
23	Male	White	ACG2021	3	8	B	
39	Female	White	ACG2021	1	14	A	
28	Unknown	White	ACG2021	1	14	W	
20	Male	White	ACG2021	1	14	A	
35	Male	White	ACG2021	3	8	A	
25	Female	White	ACG2021	3	14	B	
66	Male	White	ACG2021	3	14	A	
35	Male	White	ACG2021	3	14	B	
21	Male	White	ACG2021	3	8	C	
30	Male	White	ACG2021	3	14	A	
35	Female	White	ACG2021	1	14	B	
31	Unknown	White	ACG2021	1	14	F	
21	Female	Black/African American	ACG2021	3	8	D	
27	Male	White	ACG2021	3	14	A	
22	Female	White	ACG2021	3	14	A	
34	Female	White	ACG2021	1	14	W	
32	Female	White	ACG2021	3	8	B	
19	Female	White	ACG2021	1	14	A	
46	Female	White	ACG2021	1	14	A	
25	Male	White	ACG2021	3	14	C	
21	Male	White	ACG2021	1	8	A	
46	Female	Hispanic/Latino	ACG2021	1	14	A	
29	Female	White	ACG2021	1	14	A	
21	Male	White	ACG2021	3	14	C	
27	Female	White	ACG2021	1	8	B	
37	Male	Hispanic/Latino	ACG2021	1	14	A	
21	Male	White	ACG2021	3	14	A	
54	Male	White	ACG2021	3	14	A	
23	Female	White	ACG2021	1	8	A	
21	Female	White	ACG2021	1	14	B	
22	Male	White	ACG2021	1	14	A	
20	Male	White	ACG2021	3	14	B	
20	Female	White	ACG2021	3	8	A	
30	Female	White	ACG2021	1	14	A	
23	Male	White	ACG2021	3	14	B	
40	Female	White	ACG2021	1	14	F	
37	Female	White	ACG2021	1	8	A	
37	Female	Black/African American	ACG2021	3	14	F	
21	Male	White	ACG2021	3	14	B	
33	Female	White	ACG2021	1	14	D	
29	Male	White	ACG2021	1	8	B	
51	Female	White	ACG2021	1	14	A	
28	Male	White	ACG2021	1	14	C	
21	Female	White	ACG2021	1	14	B	
21	Male	White	ACG2021	1	8	B	
21	Male	Multi-Ethnic	ACG2021	3	14	B	
35	Female	Native Hawaiian/Oth Pac Island	ACG2021	1	14	A	
21	Female	Hispanic/Latino	ACG2021	1	14	C	
23	Male	White	ACG2021	1	8	B	
22	Female	Hispanic/Latino	ACG2021	1	14	F	
25	Female	Black/African American	ACG2021	3	14	A	
25	Male	White	ACG2021	3	14	WF	
21	Unknown	White	ACG2021	1	8	A	
24	Female	Asian	ACG2021	3	14	C	
25	Unknown	White	ACG2021	1	14	A	
39	Male	White	ACG2021	3	14	A	
30	Female	Black/African American	ACG2021	3	8	F	
37	Male	Hispanic/Latino	ACG2021	3	14	A	
38	Male	Black/African American	ACG2021	3	14	B	
22	Female	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	8	A	
26	Female	White	ACG2021	3	14	A	
25	Male	White	ACG2021	1	14	A	
25	Female	White	ACG2021	1	14	WF	
20	Male	White	ACG2021	1	8	A	
21	Male	White	ACG2021	1	14	A	
21	Female	Black/African American	ACG2021	1	14	W	
20	Female	White	ACG2021	1	14	A	
23	Male	Hispanic/Latino	ACG2021	1	8	B	
20	Male	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	14	A	
19	Female	White	ACG2021	1	8	A	
20	Unknown	White	ACG2021	1	14	A	
25	Male	Hispanic/Latino	ACG2021	1	14	C	
20	Male	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	A	
33	Unknown	White	ACG2021	3	14	A	
41	Female	White	ACG2021	1	14	W	
22	Male	White	ACG2021	2	8	F	
20	Male	White	ACG2021	1	14	A	
19	Male	White	ACG2021	1	14	B	
36	Female	White	ACG2021	1	14	A	
31	Female	White	ACG2021	1	8	B	
38	Male	Black/African American	ACG2021	3	14	WF	
24	Female	White	ACG2021	3	14	A	
30	Female	White	ACG2021	1	14	B	
39	Female	White	ACG2021	1	8	C	
26	Female	White	ACG2021	1	14	B	
48	Female	White	ACG2021	1	14	A	
24	Female	White	ACG2021	1	14	A	
25	Male	Multi-Ethnic	ACG2021	1	8	WF	
21	Female	White	ACG2021	1	14	B	
26	Female	Asian	ACG2021	1	14	C	
38	Male	White	ACG2021	1	14	B	
23	Male	Multi-Ethnic	ACG2021	3	8	C	
36	Female	White	ACG2021	1	14	B	
30	Female	White	ACG2021	1	14	A	
38	Female	Black/African American	ACG2021	1	14	A	
33	Female	White	ACG2021	1	8	A	
50	Female	White	ACG2021	1	14	F	
20	Male	Asian	ACG2021	3	14	B	
24	Female	Not Specified	ACG2021	3	14	B	
21	Male	Hispanic/Latino	ACG2021	1	8	B	
20	Female	White	ACG2021	1	14	A	
42	Female	White	ACG2021	1	14	A	
18	Male	White	ACG2021	1	14	A	
29	Male	White	ACG2021	3	8	A	
29	Female	Multi-Ethnic	ACG2021	3	14	B	
42	Male	White	ACG2021	3	14	F	
21	Female	White	ACG2021	3	14	C	
24	Male	Black/African American	ACG2021	3	8	B	
22	Male	White	ACG2021	3	14	B	
40	Female	White	ACG2021	3	14	A	
21	Male	White	ACG2021	3	14	B	
22	Male	White	ACG2021	3	8	A	
25	Male	White	ACG2021	3	14	A	
22	Male	White	ACG2021	3	14	B	
30	Female	Black/African American	ACG2021	1	14	WF	
18	Female	White	ACG2021	3	8	A	
21	Male	White	ACG2021	1	14	A	
21	Male	Not Specified	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	A	
52	Unknown	White	ACG2021	3	8	A	
20	Male	White	ACG2021	1	14	B	
21	Female	White	ACG2021	3	14	A	
21	Male	White	ACG2021	3	14	A	
22	Male	White	ACG2021	2	8	D	
24	Female	White	ACG2021	2	14	B	
44	Male	White	ACG2021	2	14	C	
23	Female	Not Specified	ACG2021	2	14	A	
23	Male	Hispanic/Latino	ACG2021	2	8	C	
31	Female	Not Specified	ACG2021	1	14	D	
48	Male	White	ACG2021	1	14	F	
21	Female	White	ACG2021	1	14	F	
28	Male	White	ACG2021	1	8	W	
26	Female	White	ACG2021	1	14	A	
21	Female	White	ACG2021	2	14	C	
21	Unknown	Black/African American	ACG2021	2	14	A	
26	Male	White	ACG2021	3	8	B	
34	Female	White	ACG2021	1	14	A	
24	Female	Asian	ACG2021	1	14	B	
20	Male	White	ACG2021	2	14	A	
28	Female	White	ACG2021	1	8	A	
22	Female	Multi-Ethnic	ACG2021	1	14	C	
23	Female	White	ACG2021	1	14	WF	
37	Male	White	ACG2021	1	14	B	
26	Male	Hispanic/Latino	ACG2021	2	8	C	
22	Male	Multi-Ethnic	ACG2021	2	14	C	
38	Male	White	ACG2021	2	14	A	
22	Female	White	ACG2021	2	14	F	
22	Male	Hispanic/Latino	ACG2021	2	8	B	
27	Female	Hispanic/Latino	ACG2021	1	14	A	
26	Male	White	ACG2021	1	14	B	
25	Male	Hispanic/Latino	ACG2021	1	14	A	
35	Female	Black/African American	ACG2021	1	8	B	
37	Female	White	ACG2021	1	14	B	
26	Female	Black/African American	ACG2021	1	14	A	
23	Female	White	ACG2021	1	14	C	
26	Female	White	ACG2021	1	8	B	
56	Female	White	ACG2021	1	14	WF	
20	Male	Hispanic/Latino	ACG2021	1	14	A	
24	Male	White	ACG2021	2	14	B	
21	Female	White	ACG2021	1	8	A	
45	Male	Hispanic/Latino	ACG2021	1	14	A	
26	Female	White	ACG2021	2	14	C	
29	Male	White	ACG2021	2	14	F	
21	Male	Black/African American	ACG2021	3	8	C	
24	Male	White	ACG2021	1	14	F	
19	Female	White	ACG2021	2	14	A	
22	Female	White	ACG2021	2	14	B	
20	Female	White	ACG2021	2	8	F	
20	Female	White	ACG2021	1	14	B	
22	Male	White	ACG2021	1	14	A	
22	Unknown	White	ACG2021	1	14	A	
40	Female	White	ACG2021	1	8	B	
33	Male	White	ACG2021	1	14	A	
47	Female	White	ACG2021	2	14	B	
37	Female	White	ACG2021	1	14	C	
19	Female	White	ACG2021	2	8	A	
39	Male	White	ACG2021	2	14	B	
18	Female	Not Specified	ACG2021	1	14	W	
37	Female	White	ACG2021	2	14	A	
24	Female	American Indian/Alaska Native	ACG2021	1	8	W	
29	Male	Black/African American	ACG2021	1	14	C	
22	Female	White	ACG2021	1	14	A	
37	Female	Black/African American	ACG2021	1	14	A	
22	Male	Hispanic/Latino	ACG2021	2	8	B	
31	Female	Asian	ACG2021	2	14	A	
21	Male	Hispanic/Latino	ACG2021	2	14	W	
28	Male	Black/African American	ACG2021	2	14	F	
37	Female	White	ACG2021	2	8	A	
51	Female	White	ACG2021	2	14	A	
32	Male	Asian	ACG2021	2	14	A	
22	Female	White	ACG2021	2	14	A	
21	Female	Hispanic/Latino	ACG2021	2	8	B	
31	Female	Hispanic/Latino	ACG2021	2	14	C	
25	Male	White	ACG2021	1	14	C	
34	Female	White	ACG2021	1	14	A	
28	Male	White	ACG2021	2	8	C	
22	Female	White	ACG2021	2	14	W	
61	Male	White	ACG2021	2	14	D	
41	Male	Not Specified	ACG2021	2	14	A	
28	Male	White	ACG2021	2	8	A	
51	Female	Black/African American	ACG2021	2	14	B	
26	Female	White	ACG2021	2	14	B	
24	Female	White	ACG2021	2	14	A	
27	Male	Hispanic/Latino	ACG2021	2	8	F	
23	Female	White	ACG2021	2	14	D	
25	Female	Hispanic/Latino	ACG2021	2	14	A	
45	Female	White	ACG2021	1	14	F	
29	Female	White	ACG2021	3	8	C	
22	Female	White	ACG2021	1	14	B	
21	Female	White	ACG2021	1	14	A	
26	Male	White	ACG2021	1	14	B	
23	Female	White	ACG2021	1	8	A	
25	Male	White	ACG2021	2	14	D	
26	Male	Hispanic/Latino	ACG2021	2	14	A	
34	Male	Hispanic/Latino	ACG2021	2	14	A	
23	Male	Hispanic/Latino	ACG2021	2	8	F	
23	Female	Hispanic/Latino	ACG2021	2	14	A	
29	Female	White	ACG2021	2	14	B	
24	Male	White	ACG2021	2	14	F	
30	Male	White	ACG2021	2	8	A	
28	Female	White	ACG2021	1	14	B	
34	Female	White	ACG2021	1	14	A	
28	Female	Asian	ACG2021	1	14	C	
27	Female	White	ACG2021	1	14	W	
20	Female	Hispanic/Latino	ACG2021	1	8	C	
21	Male	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	14	F	
22	Female	White	ACG2021	1	8	A	
25	Male	White	ACG2021	1	14	B	
29	Female	White	ACG2021	1	14	A	
26	Female	Hispanic/Latino	ACG2021	1	14	B	
21	Female	White	ACG2021	1	8	A	
38	Female	White	ACG2021	1	14	W	
52	Male	White	ACG2021	1	14	B	
21	Female	White	ACG2021	1	14	A	
43	Male	Hispanic/Latino	ACG2021	1	8	A	
44	Female	White	ACG2021	2	14	B	
25	Female	White	ACG2021	1	14	W	
37	Male	Black/African American	ACG2021	1	14	F	
20	Male	Hispanic/Latino	ACG2021	2	8	A	
25	Male	White	ACG2021	2	14	C	
20	Male	Hispanic/Latino	ACG2021	2	14	B	
30	Female	White	ACG2021	2	14	A	
21	Male	White	ACG2021	2	8	A	
26	Female	Not Specified	ACG2021	1	14	F	
20	Female	Asian	ACG2021	1	14	W	
23	Female	Asian	ACG2021	1	14	A	
26	Female	Asian	ACG2021	2	8	A	
39	Female	White	ACG2021	2	14	A	
20	Female	White	ACG2021	1	14	W	
22	Male	White	ACG2021	2	14	WF	
28	Female	White	ACG2021	3	8	F	
21	Female	Black/African American	ACG2021	3	14	C	
17	Male	White	ACG2021	3	14	A	
25	Male	Hispanic/Latino	ACG2021	1	14	B	
24	Male	Black/African American	ACG2021	1	8	WF	
50	Female	White	ACG2021	3	14	C	
28	Female	White	ACG2021	3	14	A	
20	Male	White	ACG2021	1	14	A	
25	Female	White	ACG2021	1	8	B	
22	Female	White	ACG2021	2	14	C	
27	Male	White	ACG2021	2	14	C	
20	Male	White	ACG2021	3	14	C	
22	Female	White	ACG2021	3	8	W	
21	Male	Hispanic/Latino	ACG2021	1	14	A	
27	Female	White	ACG2021	1	14	F	
37	Female	Black/African American	ACG2021	1	14	A	
21	Male	Hispanic/Latino	ACG2021	1	8	B	
38	Male	White	ACG2021	1	14	A	
27	Female	White	ACG2021	1	14	B	
44	Female	Black/African American	ACG2021	1	14	A	
22	Male	White	ACG2021	3	8	WF	
18	Female	Not Specified	ACG2021	3	14	C	
31	Male	White	ACG2021	1	14	B	
36	Female	Hispanic/Latino	ACG2021	1	14	D	
33	Male	Black/African American	ACG2021	3	8	C	
40	Male	Hispanic/Latino	ACG2021	1	14	B	
47	Female	White	ACG2021	1	14	W	
27	Male	Black/African American	ACG2021	1	14	B	
22	Female	Hispanic/Latino	ACG2021	1	8	C	
36	Female	White	ACG2021	1	14	A	
47	Male	Black/African American	ACG2021	3	14	A	
30	Female	White	ACG2021	1	14	A	
32	Female	White	ACG2021	1	8	A	
35	Female	Black/African American	ACG2021	1	14	B	
27	Female	White	ACG2021	1	14	A	
43	Female	White	ACG2021	1	14	A	
22	Female	White	ACG2021	3	8	W	
52	Female	White	ACG2021	1	14	WF	
34	Female	White	ACG2021	3	14	B	
21	Female	White	ACG2021	1	14	A	
19	Male	Black/African American	ACG2021	3	8	W	
19	Female	Asian	ACG2021	3	14	A	
21	Male	White	ACG2021	1	14	C	
22	Female	Black/African American	ACG2021	3	14	B	
35	Male	Hispanic/Latino	ACG2021	1	8	A	
55	Female	White	ACG2021	3	14	A	
32	Male	Not Specified	ACG2021	1	14	B	
20	Female	White	ACG2021	3	14	B	
21	Female	White	ACG2021	1	8	A	
20	Unknown	White	ACG2021	1	14	A	
57	Female	White	ACG2021	1	14	A	
26	Female	White	ACG2021	1	14	C	
48	Male	White	ACG2021	1	8	WF	
24	Male	Not Specified	ACG2021	1	14	A	
27	Female	White	ACG2021	1	14	C	
32	Female	White	ACG2021	1	14	A	
30	Male	Asian	ACG2021	3	8	A	
22	Male	White	ACG2021	1	14	W	
23	Female	Hispanic/Latino	ACG2021	1	14	C	
29	Female	White	ACG2021	1	14	A	
22	Male	Black/African American	ACG2021	1	8	C	
22	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	C	
25	Female	White	ACG2021	1	14	B	
20	Male	White	ACG2021	3	8	B	
36	Female	Hispanic/Latino	ACG2021	1	14	B	
24	Female	White	ACG2021	1	14	A	
37	Male	White	ACG2021	1	14	A	
28	Female	White	ACG2021	1	8	C	
21	Female	White	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	B	
24	Female	White	ACG2021	1	14	A	
24	Female	Hispanic/Latino	ACG2021	1	8	C	
22	Male	White	ACG2021	3	14	D	
21	Male	White	ACG2021	3	14	B	
19	Female	White	ACG2021	1	14	A	
23	Male	Asian	ACG2021	1	8	A	
22	Male	Hispanic/Latino	ACG2021	1	14	A	
36	Female	White	ACG2021	1	14	A	
55	Female	White	ACG2021	1	14	A	
22	Male	Black/African American	ACG2021	1	8	C	
45	Female	White	ACG2021	1	14	A	
29	Female	White	ACG2021	1	14	A	
32	Female	Hispanic/Latino	ACG2021	1	14	A	
34	Female	Black/African American	ACG2021	1	8	C	
36	Male	White	ACG2021	1	14	B	
40	Female	White	ACG2021	1	14	C	
26	Female	Black/African American	ACG2021	1	14	A	
34	Male	White	ACG2021	1	8	B	
22	Female	White	ACG2021	3	14	B	
47	Female	Hispanic/Latino	ACG2021	1	14	F	
32	Female	Black/African American	ACG2021	1	14	F	
24	Female	White	ACG2021	1	8	A	
26	Male	White	ACG2021	1	14	W	
25	Female	Hispanic/Latino	ACG2021	1	14	W	
22	Male	White	ACG2021	1	14	WF	
21	Male	White	ACG2021	1	8	B	
35	Male	White	ACG2021	1	14	W	
40	Female	American Indian/Alaska Native	ACG2021	1	14	D	
32	Male	Hispanic/Latino	ACG2021	1	14	B	
24	Male	White	ACG2021	1	8	B	
24	Female	Black/African American	ACG2021	1	14	B	
21	Male	White	ACG2021	1	14	C	
20	Male	White	ACG2021	1	14	B	
28	Male	Hispanic/Latino	ACG2021	1	8	B	
28	Female	White	ACG2021	1	14	B	
28	Male	White	ACG2021	1	14	W	
49	Male	Not Specified	ACG2021	1	14	C	
41	Female	Multi-Ethnic	ACG2021	1	8	C	
43	Female	Hispanic/Latino	ACG2021	1	14	B	
34	Female	White	ACG2021	1	14	WF	
23	Female	White	ACG2021	1	14	W	
42	Female	Black/African American	ACG2021	1	8	D	
26	Male	White	ACG2021	1	14	A	
21	Female	Black/African American	ACG2021	1	14	D	
27	Female	White	ACG2021	1	14	B	
33	Female	White	ACG2021	1	8	F	
41	Male	White	ACG2021	1	14	A	
32	Female	White	ACG2021	1	14	C	
37	Male	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	8	C	
24	Female	White	ACG2021	1	14	D	
54	Female	White	ACG2021	1	14	D	
24	Male	White	ACG2021	1	14	W	
23	Female	White	ACG2021	2	8	A	
39	Male	White	ACG2021	2	14	WF	
21	Male	White	ACG2021	2	14	A	
20	Male	White	ACG2021	2	14	B	
24	Female	White	ACG2021	2	8	C	
33	Male	Black/African American	ACG2021	2	14	A	
22	Male	American Indian/Alaska Native	ACG2021	2	14	C	
22	Male	Multi-Ethnic	ACG2021	2	14	A	
44	Male	Black/African American	ACG2021	2	8	WF	
22	Male	White	ACG2021	2	14	C	
21	Female	White	ACG2021	2	14	A	
24	Male	White	ACG2021	2	14	F	
49	Female	White	ACG2021	1	8	C	
25	Male	Hispanic/Latino	ACG2021	1	14	A	
32	Female	Asian	ACG2021	2	14	A	
26	Female	Black/African American	ACG2021	1	14	D	
25	Male	Hispanic/Latino	ACG2021	1	8	C	
35	Male	White	ACG2021	1	14	F	
31	Male	Black/African American	ACG2021	1	14	WF	
45	Male	Black/African American	ACG2021	2	14	C	
20	Male	Hispanic/Latino	ACG2021	1	8	WF	
44	Male	White	ACG2021	2	14	C	
51	Female	White	ACG2021	3	14	B	
23	Male	White	ACG2021	3	14	A	
21	Female	White	ACG2021	3	8	B	
31	Female	White	ACG2021	3	14	B	
21	Female	White	ACG2021	3	14	A	
29	Unknown	White	ACG2021	3	14	A	
21	Female	White	ACG2021	3	8	A	
22	Male	White	ACG2021	3	14	A	
24	Female	White	ACG2021	3	14	A	
24	Female	White	ACG2021	3	14	B	
36	Female	White	ACG2021	3	8	A	
24	Male	Asian	ACG2021	3	14	A	
21	Male	White	ACG2021	3	14	A	
22	Male	Black/African American	ACG2021	3	14	B	
21	Male	White	ACG2021	3	8	B	
24	Male	Hispanic/Latino	ACG2021	3	14	B	
29	Female	White	ACG2021	3	14	A	
21	Male	White	ACG2021	3	14	B	
21	Male	White	ACG2021	3	8	F	
23	Male	White	ACG2021	3	14	A	
21	Male	White	ACG2021	3	14	B	
24	Male	White	ACG2021	3	14	B	
64	Male	White	ACG2021	3	8	F	
27	Male	Not Specified	ACG2021	3	14	B	
41	Male	White	ACG2021	3	14	F	
20	Male	White	ACG2021	3	14	F	
23	Male	White	ACG2021	3	8	B	
19	Female	White	ACG2021	3	14	A	
27	Male	White	ACG2021	3	14	C	
24	Male	Hispanic/Latino	ACG2021	1	14	D	
43	Female	White	ACG2021	1	8	A	
24	Male	White	ACG2021	1	14	W	
27	Female	Black/African American	ACG2021	1	14	B	
43	Female	White	ACG2021	1	14	C	
24	Female	Hispanic/Latino	ACG2021	1	8	A	
21	Male	Not Specified	ACG2021	1	14	B	
35	Female	Asian	ACG2021	2	14	A	
20	Male	Hispanic/Latino	ACG2021	2	14	B	
23	Male	Asian	ACG2021	1	8	B	
25	Female	White	ACG2021	1	14	WF	
20	Female	Hispanic/Latino	ACG2021	1	14	WF	
30	Female	Multi-Ethnic	ACG2021	1	14	B	
19	Male	White	ACG2021	1	8	A	
25	Male	Hispanic/Latino	ACG2021	1	14	B	
36	Male	Black/African American	ACG2021	3	14	A	
31	Female	Black/African American	ACG2021	3	14	C	
23	Female	White	ACG2021	3	8	B	
19	Female	White	ACG2021	3	14	A	
20	Female	Hispanic/Latino	ACG2021	3	14	A	
19	Male	Black/African American	ACG2021	3	14	D	
19	Male	White	ACG2021	3	8	B	
29	Female	Black/African American	ACG2021	3	14	C	
22	Male	Black/African American	ACG2021	3	14	B	
43	Male	White	ACG2021	3	14	A	
23	Male	Black/African American	ACG2021	3	8	B	
27	Male	White	ACG2021	3	14	A	
22	Female	White	ACG2021	3	14	B	
31	Male	Black/African American	ACG2021	3	14	A	
22	Male	White	ACG2021	3	8	B	
23	Female	Black/African American	ACG2021	3	14	C	
25	Male	White	ACG2021	3	14	A	
30	Male	Hispanic/Latino	ACG2021	3	14	B	
21	Female	Hispanic/Latino	ACG2021	3	8	A	
21	Male	White	ACG2021	3	14	WF	
20	Female	White	ACG2021	3	14	B	
51	Female	American Indian/Alaska Native	ACG2021	3	14	D	
25	Female	White	ACG2021	3	8	A	
19	Male	Asian	ACG2021	3	14	A	
19	Female	Multi-Ethnic	ACG2021	3	14	B	
18	Female	Hispanic/Latino	ACG2021	3	14	A	
19	Male	White	ACG2021	3	8	A	
19	Male	White	ACG2021	3	14	A	
24	Male	White	ACG2021	3	14	B	
18	Female	White	ACG2021	3	14	A	
19	Female	White	ACG2021	3	8	C	
19	Female	Hispanic/Latino	ACG2021	1	14	W	
27	Female	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	14	A	
24	Female	White	ACG2021	1	8	C	
20	Male	White	ACG2021	1	14	B	
30	Female	Black/African American	ACG2021	1	14	B	
28	Female	White	ACG2021	1	14	D	
31	Female	White	ACG2021	1	8	A	
28	Female	White	ACG2021	1	14	A	
21	Female	Asian	ACG2021	1	14	C	
28	Female	White	ACG2021	1	14	D	
21	Female	White	ACG2021	1	8	B	
29	Female	White	ACG2021	1	14	C	
21	Female	White	ACG2021	1	14	A	
42	Female	White	ACG2021	1	14	A	
32	Female	White	ACG2021	1	8	A	
43	Female	Black/African American	ACG2021	1	14	W	
44	Female	Black/African American	ACG2021	1	14	F	
26	Female	Black/African American	ACG2021	1	14	WF	
58	Female	White	ACG2021	1	8	A	
25	Female	Hispanic/Latino	ACG2021	1	14	A	
